mem num,reason for leaving
185184,Moving from Area
185182,Moving from Area
185180,Moving from Area
185158,Moving from Area
185106,Moving from Area
185102,Moving from Area
185098,Moving from Area
185086,Moving from Area
185082,Moving from Area
185070,Moving from Area
185066,Moving from Area
185064,Moving from Area
185026,Moving from Area
185010,Moving from Area
184964,Moving from Area
184962,Moving from Area
184952,Moving from Area
184928,Moving from Area
184910,Moving from Area
184900,Moving from Area
184874,Moving from Area
184866,Moving from Area
184864,Moving from Area
184862,Moving from Area
184854,Moving from Area
184848,Moving from Area
184838,Moving from Area
184836,Moving from Area
184816,Moving from Area
184812,Moving from Area
184806,Moving from Area
184792,Moving from Area
184784,Moving from Area
184782,Moving from Area
184766,Moving from Area
184762,Moving from Area
184758,Moving from Area
184754,Moving from Area
184746,Moving from Area
184740,Moving from Area
184736,Moving from Area
184692,Moving from Area
184680,Moving from Area
184674,Moving from Area
184664,Moving from Area
184660,Moving from Area
184656,Moving from Area
184642,Moving from Area
184624,Moving from Area
184620,Moving from Area
184618,Moving from Area
184582,Moving from Area
184548,Moving from Area
184544,Moving from Area
184540,Moving from Area
184538,Moving from Area
184536,Moving from Area
184514,Moving from Area
184512,Moving from Area
184510,Moving from Area
184502,Moving from Area
184500,Moving from Area
184498,Moving from Area
184496,Moving from Area
184432,Moving from Area
184428,Moving from Area
184382,Moving from Area
184374,Moving from Area
184368,Moving from Area
184350,Moving from Area
184338,Moving from Area
184312,Moving from Area
184310,Moving from Area
184308,Moving from Area
184278,Moving from Area
184208,Moving from Area
184180,Moving from Area
184176,Moving from Area
184056,Moving from Area
184026,Moving from Area
183950,Moving from Area
183948,Moving from Area
183892,Moving from Area
183884,Moving from Area
183848,Moving from Area
183842,Moving from Area
183804,Moving from Area
183796,Moving from Area
183788,Moving from Area
183764,Moving from Area
183754,Moving from Area
183752,Moving from Area
183662,Moving from Area
183612,Moving from Area
183592,Moving from Area
183574,Moving from Area
183526,Moving from Area
183518,Moving from Area
183514,Moving from Area
183494,Moving from Area
183432,Moving from Area
183412,Moving from Area
183404,Moving from Area
183398,Moving from Area
183294,Moving from Area
183290,Moving from Area
183240,Moving from Area
183230,Moving from Area
183226,Moving from Area
183224,Moving from Area
183174,Moving from Area
183138,Moving from Area
182990,Moving from Area
182856,Moving from Area
182854,Moving from Area
182830,Moving from Area
182824,Moving from Area
182822,Moving from Area
182806,Moving from Area
182770,Moving from Area
182768,Moving from Area
182748,Moving from Area
182734,Moving from Area
182712,Moving from Area
182702,Moving from Area
182700,Moving from Area
182654,Moving from Area
182642,Moving from Area
182598,Moving from Area
182522,Moving from Area
182520,Moving from Area
182518,Moving from Area
182464,Moving from Area
182426,Moving from Area
182414,Moving from Area
182390,Moving from Area
182362,Moving from Area
182354,Moving from Area
182266,Moving from Area
182240,Moving from Area
182236,Moving from Area
182204,Moving from Area
182186,Moving from Area
182184,Moving from Area
182166,Moving from Area
182162,Moving from Area
182148,Moving from Area
182146,Moving from Area
182130,Moving from Area
182122,Moving from Area
182112,Moving from Area
182062,Moving from Area
182040,Moving from Area
181976,Moving from Area
181974,Moving from Area
181952,Moving from Area
181870,Moving from Area
181840,Moving from Area
181836,Moving from Area
181784,Moving from Area
181764,Moving from Area
181728,Moving from Area
181710,Moving from Area
181704,Moving from Area
181700,Moving from Area
181694,Moving from Area
181682,Moving from Area
181674,Moving from Area
181648,Moving from Area
181644,Moving from Area
181604,Moving from Area
181572,Moving from Area
181558,Moving from Area
181554,Moving from Area
181550,Moving from Area
181548,Moving from Area
181536,Moving from Area
181534,Moving from Area
181532,Moving from Area
181504,Moving from Area
181486,Moving from Area
181472,Moving from Area
181470,Moving from Area
181462,Moving from Area
181460,Moving from Area
181450,Moving from Area
181444,Moving from Area
181438,Moving from Area
181402,Moving from Area
181400,Moving from Area
181396,Moving from Area
181388,Moving from Area
181362,Moving from Area
181360,Moving from Area
181354,Moving from Area
181338,Moving from Area
181326,Moving from Area
181324,Moving from Area
181318,Moving from Area
181316,Moving from Area
181296,Moving from Area
181284,Moving from Area
181280,Moving from Area
181266,Moving from Area
181256,Moving from Area
181230,Moving from Area
181212,Moving from Area
181210,Moving from Area
181196,Moving from Area
181194,Moving from Area
181056,Moving from Area
181046,Moving from Area
181040,Moving from Area
181028,Moving from Area
180998,Moving from Area
180996,Moving from Area
180988,Moving from Area
180974,Moving from Area
180970,Moving from Area
180958,Moving from Area
180836,Moving from Area
180822,Moving from Area
180814,Moving from Area
180762,Moving from Area
180748,Moving from Area
180736,Moving from Area
180734,Moving from Area
180732,Moving from Area
180730,Moving from Area
180726,Moving from Area
180682,Moving from Area
180670,Moving from Area
180646,Moving from Area
180644,Moving from Area
180578,Moving from Area
180574,Moving from Area
180538,Moving from Area
180534,Moving from Area
180526,Moving from Area
180518,Moving from Area
180514,Moving from Area
180508,Moving from Area
180506,Moving from Area
180504,Moving from Area
180502,Moving from Area
180486,Moving from Area
180456,Moving from Area
180444,Moving from Area
180434,Moving from Area
180428,Moving from Area
180420,Moving from Area
180416,Moving from Area
180402,Moving from Area
180392,Moving from Area
180370,Moving from Area
180360,Moving from Area
180352,Moving from Area
180350,Moving from Area
180340,Moving from Area
180338,Moving from Area
180326,Moving from Area
180324,Moving from Area
180318,Moving from Area
180300,Moving from Area
180274,Moving from Area
180270,Moving from Area
180262,Moving from Area
180240,Moving from Area
180224,Moving from Area
180218,Moving from Area
180208,Moving from Area
180202,Moving from Area
180192,Moving from Area
180188,Moving from Area
180164,Moving from Area
180158,Moving from Area
180136,Moving from Area
180072,Moving from Area
179970,Moving from Area
179954,Moving from Area
179940,Moving from Area
179924,Moving from Area
179882,Moving from Area
179846,Moving from Area
179836,Moving from Area
179798,Moving from Area
179744,Moving from Area
179732,Moving from Area
179684,Moving from Area
179670,Moving from Area
179650,Moving from Area
179616,Moving from Area
179596,Moving from Area
179580,Moving from Area
179574,Moving from Area
179572,Moving from Area
179560,Moving from Area
179556,Moving from Area
179506,Moving from Area
179502,Moving from Area
179408,Moving from Area
179398,Moving from Area
179378,Moving from Area
179318,Moving from Area
179290,Moving from Area
179286,Moving from Area
179284,Moving from Area
218386,Moving from Area
218378,Moving from Area
218370,Moving from Area
218236,Moving from Area
218228,Moving from Area
218138,Moving from Area
218136,Moving from Area
218124,Moving from Area
218114,Moving from Area
218088,Moving from Area
218062,Moving from Area
218034,Moving from Area
218026,Moving from Area
218022,Moving from Area
218010,Moving from Area
217984,Moving from Area
217948,Moving from Area
217922,Moving from Area
217904,Moving from Area
217902,Moving from Area
217898,Moving from Area
217872,Moving from Area
217780,Moving from Area
217766,Moving from Area
217760,Moving from Area
217724,Moving from Area
217718,Moving from Area
217716,Moving from Area
217680,Moving from Area
217674,Moving from Area
217662,Moving from Area
217660,Moving from Area
217640,Moving from Area
217608,Moving from Area
217606,Moving from Area
217578,Moving from Area
217524,Moving from Area
217514,Moving from Area
217488,Moving from Area
217296,Moving from Area
217290,Moving from Area
217232,Moving from Area
217174,Moving from Area
217170,Moving from Area
217166,Moving from Area
217110,Moving from Area
217104,Moving from Area
217090,Moving from Area
217078,Moving from Area
217072,Moving from Area
217018,Moving from Area
217014,Moving from Area
216908,Moving from Area
216856,Moving from Area
216816,Moving from Area
216814,Moving from Area
216768,Moving from Area
216748,Moving from Area
216736,Moving from Area
216734,Moving from Area
216732,Moving from Area
216714,Moving from Area
216712,Moving from Area
216698,Moving from Area
216678,Moving from Area
216676,Moving from Area
216616,Moving from Area
216566,Moving from Area
216562,Moving from Area
216552,Moving from Area
216528,Moving from Area
216452,Moving from Area
216356,Moving from Area
216308,Moving from Area
216300,Moving from Area
216290,Moving from Area
216286,Moving from Area
216284,Moving from Area
216250,Moving from Area
216236,Moving from Area
216142,Moving from Area
216120,Moving from Area
216100,Moving from Area
216092,Moving from Area
216090,Moving from Area
216086,Moving from Area
216062,Moving from Area
216010,Moving from Area
216000,Moving from Area
215980,Moving from Area
215932,Moving from Area
215894,Moving from Area
215848,Moving from Area
215838,Moving from Area
215834,Moving from Area
215780,Moving from Area
215708,Moving from Area
215660,Moving from Area
215604,Moving from Area
215560,Moving from Area
215556,Moving from Area
215550,Moving from Area
215544,Moving from Area
215526,Moving from Area
215522,Moving from Area
215514,Moving from Area
215494,Moving from Area
215402,Moving from Area
215322,Moving from Area
215314,Moving from Area
215310,Moving from Area
215270,Moving from Area
215248,Moving from Area
215234,Moving from Area
215230,Moving from Area
215220,Moving from Area
215212,Moving from Area
215202,Moving from Area
215162,Moving from Area
215088,Moving from Area
215072,Moving from Area
215068,Moving from Area
215004,Moving from Area
214992,Moving from Area
152680,Moving from Area
214896,Moving from Area
214798,Moving from Area
214772,Moving from Area
214768,Moving from Area
214754,Moving from Area
214598,Moving from Area
214596,Moving from Area
214550,Moving from Area
214530,Moving from Area
214522,Moving from Area
214398,Moving from Area
214344,Moving from Area
214298,Moving from Area
214276,Moving from Area
214262,Moving from Area
214260,Moving from Area
214244,Moving from Area
214238,Moving from Area
214198,Moving from Area
214182,Moving from Area
214172,Moving from Area
214158,Moving from Area
214152,Moving from Area
214150,Moving from Area
214100,Moving from Area
214074,Moving from Area
214060,Moving from Area
214052,Moving from Area
214032,Moving from Area
214024,Moving from Area
214004,Moving from Area
213948,Moving from Area
213834,Moving from Area
213820,Moving from Area
213796,Moving from Area
213778,Moving from Area
213734,Moving from Area
213714,Moving from Area
213712,Moving from Area
213708,Moving from Area
213702,Moving from Area
213696,Moving from Area
213656,Moving from Area
213638,Moving from Area
213618,Moving from Area
213594,Moving from Area
213588,Moving from Area
213560,Moving from Area
213526,Moving from Area
213524,Moving from Area
213506,Moving from Area
213450,Moving from Area
213440,Moving from Area
213414,Moving from Area
213392,Moving from Area
213334,Moving from Area
213326,Moving from Area
213264,Moving from Area
213262,Moving from Area
213260,Moving from Area
213250,Moving from Area
213230,Moving from Area
213218,Moving from Area
213216,Moving from Area
213210,Moving from Area
213190,Moving from Area
213188,Moving from Area
213164,Moving from Area
213148,Moving from Area
213142,Moving from Area
213130,Moving from Area
213102,Moving from Area
213096,Moving from Area
213082,Moving from Area
213072,Moving from Area
213066,Moving from Area
213060,Moving from Area
213032,Moving from Area
213004,Moving from Area
212996,Moving from Area
212994,Moving from Area
212966,Moving from Area
212952,Moving from Area
212946,Moving from Area
212922,Moving from Area
212916,Moving from Area
212908,Moving from Area
212886,Moving from Area
212882,Moving from Area
212848,Moving from Area
212798,Moving from Area
212788,Moving from Area
212784,Moving from Area
212760,Moving from Area
212756,Moving from Area
212736,Moving from Area
212732,Moving from Area
212718,Moving from Area
212704,Moving from Area
212666,Moving from Area
212662,Moving from Area
212626,Moving from Area
212620,Moving from Area
212582,Moving from Area
212518,Moving from Area
212484,Moving from Area
212456,Moving from Area
212448,Moving from Area
212436,Moving from Area
212414,Moving from Area
212378,Moving from Area
212342,Moving from Area
212276,Moving from Area
212248,Moving from Area
212240,Moving from Area
212238,Moving from Area
212230,Moving from Area
212186,Moving from Area
212114,Moving from Area
212066,Moving from Area
212062,Moving from Area
212052,Moving from Area
212050,Moving from Area
212044,Moving from Area
212042,Moving from Area
212030,Moving from Area
212000,Moving from Area
211986,Moving from Area
211982,Moving from Area
211980,Moving from Area
211966,Moving from Area
211964,Moving from Area
211948,Moving from Area
211920,Moving from Area
211902,Moving from Area
211886,Moving from Area
211870,Moving from Area
211810,Moving from Area
211808,Moving from Area
211802,Moving from Area
211778,Moving from Area
211770,Moving from Area
211756,Moving from Area
211752,Moving from Area
211708,Moving from Area
211704,Moving from Area
211666,Moving from Area
211614,Moving from Area
211610,Moving from Area
211568,Moving from Area
211562,Moving from Area
211532,Moving from Area
211528,Moving from Area
211508,Moving from Area
211438,Moving from Area
211434,Moving from Area
211412,Moving from Area
211408,Moving from Area
211386,Moving from Area
211310,Moving from Area
211284,Moving from Area
211240,Moving from Area
211230,Moving from Area
211222,Moving from Area
211220,Moving from Area
211208,Moving from Area
211204,Moving from Area
211194,Moving from Area
211184,Moving from Area
211154,Moving from Area
211110,Moving from Area
211072,Moving from Area
211040,Moving from Area
211032,Moving from Area
211030,Moving from Area
210988,Moving from Area
210982,Moving from Area
210946,Moving from Area
210936,Moving from Area
210876,Moving from Area
210868,Moving from Area
210838,Moving from Area
210802,Moving from Area
210776,Moving from Area
210774,Moving from Area
210754,Moving from Area
210752,Moving from Area
210750,Moving from Area
210738,Moving from Area
210734,Moving from Area
210710,Moving from Area
210708,Moving from Area
210646,Moving from Area
210636,Moving from Area
210616,Moving from Area
210608,Moving from Area
210606,Moving from Area
210596,Moving from Area
210576,Moving from Area
210570,Moving from Area
210556,Moving from Area
210508,Moving from Area
210480,Moving from Area
210440,Moving from Area
210402,Moving from Area
210386,Moving from Area
210372,Moving from Area
210342,Moving from Area
210330,Moving from Area
210328,Moving from Area
210318,Moving from Area
210310,Moving from Area
210308,Moving from Area
195320,Moving from Area
210282,Moving from Area
210280,Moving from Area
210276,Moving from Area
210278,Moving from Area
210252,Moving from Area
210250,Moving from Area
210226,Moving from Area
210222,Moving from Area
210218,Moving from Area
210212,Moving from Area
210180,Moving from Area
210174,Moving from Area
210164,Moving from Area
210162,Moving from Area
210096,Moving from Area
210086,Moving from Area
210046,Moving from Area
210034,Moving from Area
210032,Moving from Area
209980,Moving from Area
209972,Moving from Area
209970,Moving from Area
209956,Moving from Area
209954,Moving from Area
209942,Moving from Area
209910,Moving from Area
209884,Moving from Area
209856,Moving from Area
209854,Moving from Area
209852,Moving from Area
209850,Moving from Area
209842,Moving from Area
209832,Moving from Area
209826,Moving from Area
209808,Moving from Area
209794,Moving from Area
209786,Moving from Area
209742,Moving from Area
209740,Moving from Area
209672,Moving from Area
209594,Moving from Area
209590,Moving from Area
209470,Moving from Area
209444,Moving from Area
209428,Moving from Area
209400,Moving from Area
209382,Moving from Area
209330,Moving from Area
209322,Moving from Area
209320,Moving from Area
209206,Moving from Area
209112,Moving from Area
209106,Moving from Area
209094,Moving from Area
209090,Moving from Area
209052,Moving from Area
209048,Moving from Area
209028,Moving from Area
208934,Moving from Area
208908,Moving from Area
208896,Moving from Area
208884,Moving from Area
208870,Moving from Area
208860,Moving from Area
208826,Moving from Area
208816,Moving from Area
208674,Moving from Area
208534,Moving from Area
208428,Moving from Area
208324,Moving from Area
208320,Moving from Area
208228,Moving from Area
208184,Moving from Area
208104,Moving from Area
207992,Moving from Area
207932,Moving from Area
207902,Moving from Area
207656,Moving from Area
207542,Moving from Area
207482,Moving from Area
207356,Moving from Area
207354,Moving from Area
207340,Moving from Area
207272,Moving from Area
207234,Moving from Area
207232,Moving from Area
207186,Moving from Area
207184,Moving from Area
207028,Moving from Area
207018,Moving from Area
207006,Moving from Area
206920,Moving from Area
206820,Moving from Area
206792,Moving from Area
206708,Moving from Area
206660,Moving from Area
206638,Moving from Area
206578,Moving from Area
206416,Moving from Area
206402,Moving from Area
206350,Moving from Area
206306,Moving from Area
206298,Moving from Area
206296,Moving from Area
206294,Moving from Area
206282,Moving from Area
206260,Moving from Area
206218,Moving from Area
206192,Moving from Area
206164,Moving from Area
206160,Moving from Area
206108,Moving from Area
206092,Moving from Area
206090,Moving from Area
206088,Moving from Area
206038,Moving from Area
205966,Moving from Area
205934,Moving from Area
205930,Moving from Area
205926,Moving from Area
205918,Moving from Area
205910,Moving from Area
205794,Moving from Area
205792,Moving from Area
205786,Moving from Area
205784,Moving from Area
205768,Moving from Area
205766,Moving from Area
205730,Moving from Area
205728,Moving from Area
205726,Moving from Area
205714,Moving from Area
205672,Moving from Area
205660,Moving from Area
205626,Moving from Area
205622,Moving from Area
205598,Moving from Area
205584,Moving from Area
205556,Moving from Area
205548,Moving from Area
205538,Moving from Area
205524,Moving from Area
205446,Moving from Area
205430,Moving from Area
205418,Moving from Area
205318,Moving from Area
205312,Moving from Area
205310,Moving from Area
205298,Moving from Area
205296,Moving from Area
205290,Moving from Area
205288,Moving from Area
205248,Moving from Area
205246,Moving from Area
205242,Moving from Area
205236,Moving from Area
205228,Moving from Area
205190,Moving from Area
205188,Moving from Area
205184,Moving from Area
205174,Moving from Area
205172,Moving from Area
205170,Moving from Area
205142,Moving from Area
205136,Moving from Area
205114,Moving from Area
205098,Moving from Area
205082,Moving from Area
205052,Moving from Area
205042,Moving from Area
205030,Moving from Area
205020,Moving from Area
205004,Moving from Area
204990,Moving from Area
204910,Moving from Area
204846,Moving from Area
204842,Moving from Area
204836,Moving from Area
204828,Moving from Area
204830,Moving from Area
204822,Moving from Area
204808,Moving from Area
204742,Moving from Area
204730,Moving from Area
204694,Moving from Area
204684,Moving from Area
204632,Moving from Area
204614,Moving from Area
204608,Moving from Area
204600,Moving from Area
204594,Moving from Area
204582,Moving from Area
204548,Moving from Area
204542,Moving from Area
204536,Moving from Area
204528,Moving from Area
204524,Moving from Area
204472,Moving from Area
204458,Moving from Area
204444,Moving from Area
204434,Moving from Area
204426,Moving from Area
204404,Moving from Area
204398,Moving from Area
204340,Moving from Area
204336,Moving from Area
204318,Moving from Area
204316,Moving from Area
204308,Moving from Area
204300,Moving from Area
204188,Moving from Area
204140,Moving from Area
204112,Moving from Area
203966,Moving from Area
203842,Moving from Area
203828,Moving from Area
203826,Moving from Area
203818,Moving from Area
203802,Moving from Area
203788,Moving from Area
203588,Moving from Area
203586,Moving from Area
203530,Moving from Area
170084,Moving from Area
203404,Moving from Area
203366,Moving from Area
203294,Moving from Area
203290,Moving from Area
203258,Moving from Area
203256,Moving from Area
203228,Moving from Area
203222,Moving from Area
203214,Moving from Area
203212,Moving from Area
203184,Moving from Area
203176,Moving from Area
203172,Moving from Area
203144,Moving from Area
203142,Moving from Area
203086,Moving from Area
203074,Moving from Area
203036,Moving from Area
203026,Moving from Area
203020,Moving from Area
202986,Moving from Area
202982,Moving from Area
238022,Moving from Area
237974,Moving from Area
237648,Moving from Area
237402,Moving from Area
237292,Moving from Area
236982,Moving from Area
236788,Moving from Area
236750,Moving from Area
236684,Moving from Area
236646,Moving from Area
236584,Moving from Area
236528,Moving from Area
236526,Moving from Area
236474,Moving from Area
236438,Moving from Area
236418,Moving from Area
236414,Moving from Area
236408,Moving from Area
236406,Moving from Area
236362,Moving from Area
236354,Moving from Area
236332,Moving from Area
236296,Moving from Area
236190,Moving from Area
236096,Moving from Area
236094,Moving from Area
236054,Moving from Area
235970,Moving from Area
235822,Moving from Area
235814,Moving from Area
235798,Moving from Area
235756,Moving from Area
235716,Moving from Area
235672,Moving from Area
235654,Moving from Area
235648,Moving from Area
235642,Moving from Area
235630,Moving from Area
235600,Moving from Area
235548,Moving from Area
235522,Moving from Area
235504,Moving from Area
235456,Moving from Area
235454,Moving from Area
235444,Moving from Area
235430,Moving from Area
235374,Moving from Area
235372,Moving from Area
235356,Moving from Area
235350,Moving from Area
235300,Moving from Area
235288,Moving from Area
235258,Moving from Area
235244,Moving from Area
235210,Moving from Area
235208,Moving from Area
235194,Moving from Area
235192,Moving from Area
235190,Moving from Area
235182,Moving from Area
235154,Moving from Area
235152,Moving from Area
235138,Moving from Area
235124,Moving from Area
235058,Moving from Area
235048,Moving from Area
235046,Moving from Area
235040,Moving from Area
235034,Moving from Area
234996,Moving from Area
234990,Moving from Area
234968,Moving from Area
234948,Moving from Area
234944,Moving from Area
234900,Moving from Area
234884,Moving from Area
234874,Moving from Area
234844,Moving from Area
234814,Moving from Area
234812,Moving from Area
234766,Moving from Area
234754,Moving from Area
234752,Moving from Area
234746,Moving from Area
234710,Moving from Area
234706,Moving from Area
234702,Moving from Area
234646,Moving from Area
234644,Moving from Area
234642,Moving from Area
234630,Moving from Area
234628,Moving from Area
234590,Moving from Area
234552,Moving from Area
234548,Moving from Area
234512,Moving from Area
234508,Moving from Area
234474,Moving from Area
234388,Moving from Area
234386,Moving from Area
234042,Moving from Area
233942,Moving from Area
233618,Moving from Area
233504,Moving from Area
233402,Moving from Area
233396,Moving from Area
233354,Moving from Area
233254,Moving from Area
233164,Moving from Area
233146,Moving from Area
233134,Moving from Area
233068,Moving from Area
232894,Moving from Area
232784,Moving from Area
232610,Moving from Area
232588,Moving from Area
232586,Moving from Area
232536,Moving from Area
232526,Moving from Area
232444,Moving from Area
232394,Moving from Area
232282,Moving from Area
232258,Moving from Area
232230,Moving from Area
232166,Moving from Area
232114,Moving from Area
232082,Moving from Area
232040,Moving from Area
231986,Moving from Area
231962,Moving from Area
231950,Moving from Area
231948,Moving from Area
231876,Moving from Area
231828,Moving from Area
231722,Moving from Area
231538,Moving from Area
231534,Moving from Area
231410,Moving from Area
231340,Moving from Area
231280,Moving from Area
231270,Moving from Area
231136,Moving from Area
231054,Moving from Area
230968,Moving from Area
230960,Moving from Area
230958,Moving from Area
230834,Moving from Area
230798,Moving from Area
230796,Moving from Area
230758,Moving from Area
230676,Moving from Area
230674,Moving from Area
230644,Moving from Area
230638,Moving from Area
230614,Moving from Area
230594,Moving from Area
230586,Moving from Area
230550,Moving from Area
230378,Moving from Area
230366,Moving from Area
230260,Moving from Area
230240,Moving from Area
230202,Moving from Area
230200,Moving from Area
230186,Moving from Area
230182,Moving from Area
230176,Moving from Area
230168,Moving from Area
230058,Moving from Area
230052,Moving from Area
230044,Moving from Area
229872,Moving from Area
229866,Moving from Area
229864,Moving from Area
229814,Moving from Area
229794,Moving from Area
229712,Moving from Area
229704,Moving from Area
229690,Moving from Area
229688,Moving from Area
229674,Moving from Area
229658,Moving from Area
229622,Moving from Area
229620,Moving from Area
229614,Moving from Area
229560,Moving from Area
229554,Moving from Area
229552,Moving from Area
229550,Moving from Area
229516,Moving from Area
229512,Moving from Area
229506,Moving from Area
229438,Moving from Area
229328,Moving from Area
229294,Moving from Area
229280,Moving from Area
229226,Moving from Area
229170,Moving from Area
229082,Moving from Area
229076,Moving from Area
229038,Moving from Area
229036,Moving from Area
229030,Moving from Area
229014,Moving from Area
228920,Moving from Area
228882,Moving from Area
228876,Moving from Area
228868,Moving from Area
228866,Moving from Area
228842,Moving from Area
228832,Moving from Area
228680,Moving from Area
228662,Moving from Area
228638,Moving from Area
228550,Moving from Area
228546,Moving from Area
228530,Moving from Area
228496,Moving from Area
228476,Moving from Area
228466,Moving from Area
228428,Moving from Area
228370,Moving from Area
228334,Moving from Area
228262,Moving from Area
228182,Moving from Area
228162,Moving from Area
228074,Moving from Area
228072,Moving from Area
228070,Moving from Area
228034,Moving from Area
228024,Moving from Area
228000,Moving from Area
227976,Moving from Area
227930,Moving from Area
227920,Moving from Area
227782,Moving from Area
227760,Moving from Area
227744,Moving from Area
227688,Moving from Area
227652,Moving from Area
227576,Moving from Area
227574,Moving from Area
227512,Moving from Area
227510,Moving from Area
227498,Moving from Area
227476,Moving from Area
227414,Moving from Area
227396,Moving from Area
227386,Moving from Area
227382,Moving from Area
227380,Moving from Area
227378,Moving from Area
227374,Moving from Area
227298,Moving from Area
227296,Moving from Area
227254,Moving from Area
227250,Moving from Area
227228,Moving from Area
227130,Moving from Area
227096,Moving from Area
227088,Moving from Area
227086,Moving from Area
227018,Moving from Area
227012,Moving from Area
226984,Moving from Area
226952,Moving from Area
226950,Moving from Area
226916,Moving from Area
226912,Moving from Area
226856,Moving from Area
226840,Moving from Area
226790,Moving from Area
226788,Moving from Area
226784,Moving from Area
226780,Moving from Area
226772,Moving from Area
226736,Moving from Area
226712,Moving from Area
226684,Moving from Area
226670,Moving from Area
226666,Moving from Area
226660,Moving from Area
226642,Moving from Area
226640,Moving from Area
226638,Moving from Area
226626,Moving from Area
226620,Moving from Area
226602,Moving from Area
226598,Moving from Area
226594,Moving from Area
226564,Moving from Area
226512,Moving from Area
226508,Moving from Area
226460,Moving from Area
226430,Moving from Area
226408,Moving from Area
226402,Moving from Area
226398,Moving from Area
226374,Moving from Area
226354,Moving from Area
226248,Moving from Area
226208,Moving from Area
226180,Moving from Area
226174,Moving from Area
226114,Moving from Area
226054,Moving from Area
226032,Moving from Area
226028,Moving from Area
226008,Moving from Area
225994,Moving from Area
225992,Moving from Area
225954,Moving from Area
225946,Moving from Area
225932,Moving from Area
225920,Moving from Area
225914,Moving from Area
225832,Moving from Area
225816,Moving from Area
225800,Moving from Area
225774,Moving from Area
225764,Moving from Area
225688,Moving from Area
225628,Moving from Area
225622,Moving from Area
225588,Moving from Area
225534,Moving from Area
225492,Moving from Area
225446,Moving from Area
225438,Moving from Area
225406,Moving from Area
225358,Moving from Area
225352,Moving from Area
225350,Moving from Area
225348,Moving from Area
225308,Moving from Area
225306,Moving from Area
225288,Moving from Area
225286,Moving from Area
225278,Moving from Area
225258,Moving from Area
225256,Moving from Area
225234,Moving from Area
225228,Moving from Area
225196,Moving from Area
225170,Moving from Area
225150,Moving from Area
225138,Moving from Area
225130,Moving from Area
225078,Moving from Area
225060,Moving from Area
225044,Moving from Area
225008,Moving from Area
224996,Moving from Area
224982,Moving from Area
224960,Moving from Area
224934,Moving from Area
224910,Moving from Area
224884,Moving from Area
224786,Moving from Area
224780,Moving from Area
224674,Moving from Area
224560,Moving from Area
224558,Moving from Area
224538,Moving from Area
224486,Moving from Area
224468,Moving from Area
224460,Moving from Area
224454,Moving from Area
224404,Moving from Area
224396,Moving from Area
224390,Moving from Area
224388,Moving from Area
224378,Moving from Area
224374,Moving from Area
224370,Moving from Area
224358,Moving from Area
224350,Moving from Area
224326,Moving from Area
224278,Moving from Area
224264,Moving from Area
224250,Moving from Area
224242,Moving from Area
224236,Moving from Area
224232,Moving from Area
224150,Moving from Area
224142,Moving from Area
224140,Moving from Area
224094,Moving from Area
224088,Moving from Area
224056,Moving from Area
224048,Moving from Area
224018,Moving from Area
224008,Moving from Area
224006,Moving from Area
223996,Moving from Area
223978,Moving from Area
223970,Moving from Area
223962,Moving from Area
223960,Moving from Area
223936,Moving from Area
223906,Moving from Area
223886,Moving from Area
223882,Moving from Area
223880,Moving from Area
223848,Moving from Area
223846,Moving from Area
223796,Moving from Area
223748,Moving from Area
223746,Moving from Area
223744,Moving from Area
223728,Moving from Area
223698,Moving from Area
223690,Moving from Area
223688,Moving from Area
223638,Moving from Area
223628,Moving from Area
223608,Moving from Area
223598,Moving from Area
223516,Moving from Area
223506,Moving from Area
223496,Moving from Area
223474,Moving from Area
223466,Moving from Area
223422,Moving from Area
223330,Moving from Area
223328,Moving from Area
223246,Moving from Area
223226,Moving from Area
223220,Moving from Area
223172,Moving from Area
223156,Moving from Area
223072,Moving from Area
223064,Moving from Area
223050,Moving from Area
223034,Moving from Area
223030,Moving from Area
223028,Moving from Area
223018,Moving from Area
223000,Moving from Area
222970,Moving from Area
222946,Moving from Area
222922,Moving from Area
222920,Moving from Area
222906,Moving from Area
222892,Moving from Area
222850,Moving from Area
222840,Moving from Area
222784,Moving from Area
222756,Moving from Area
222754,Moving from Area
222752,Moving from Area
222748,Moving from Area
222746,Moving from Area
222678,Moving from Area
222676,Moving from Area
222670,Moving from Area
222668,Moving from Area
222654,Moving from Area
222616,Moving from Area
222608,Moving from Area
222600,Moving from Area
222566,Moving from Area
222520,Moving from Area
222508,Moving from Area
222488,Moving from Area
222486,Moving from Area
222484,Moving from Area
222480,Moving from Area
222474,Moving from Area
222472,Moving from Area
222386,Moving from Area
222362,Moving from Area
222338,Moving from Area
222334,Moving from Area
222316,Moving from Area
222260,Moving from Area
222226,Moving from Area
222202,Moving from Area
222186,Moving from Area
222170,Moving from Area
222146,Moving from Area
222144,Moving from Area
222006,Moving from Area
221996,Moving from Area
221984,Moving from Area
221978,Moving from Area
221966,Moving from Area
221904,Moving from Area
221886,Moving from Area
221826,Moving from Area
221736,Moving from Area
221672,Moving from Area
221592,Moving from Area
221548,Moving from Area
221546,Moving from Area
221532,Moving from Area
221492,Moving from Area
221478,Moving from Area
221402,Moving from Area
221394,Moving from Area
221286,Moving from Area
221270,Moving from Area
221100,Moving from Area
221086,Moving from Area
221034,Moving from Area
220998,Moving from Area
